"YTS ID","IMDb ID","Movie Title","Year","Language","Rating","Quality","YTS URL","IMDb URL","Torrent URL"
"66351","tt21227864","You're Cordially Invited","2025","en","0","2160p","https://yts.mx/movies/youre-cordially-invited-2025","https://www.imdb.com/title/tt21227864","https://yts.mx/torrent/download/74081E65FB6B09FFBA6059E9E15036099727C8FD"
"66331","tt32832547","Tom Green: I Got A Mule!","2025","en","0","2160p","https://yts.mx/movies/tom-green-i-got-a-mule-2025","https://www.imdb.com/title/tt32832547","https://yts.mx/torrent/download/F935EEA0F3078BCCD42C199644564965ABCB7AB5"
"66328","tt8008948","Den of Thieves 2: Pantera","2025","en","6.5","2160p","https://yts.mx/movies/den-of-thieves-2-pantera-2025","https://www.imdb.com/title/tt8008948","https://yts.mx/torrent/download/781288A5AD8C97B8D10F9BB2B52018005126A38E"
"66258","tt32373672","L'heureuse élue","2024","fr","6.2","2160p","https://yts.mx/movies/lheureuse-elue-2024","https://www.imdb.com/title/tt32373672","https://yts.mx/torrent/download/FC504A2EAB61045D5B5A4B93500F78365C658621"
"66253","tt10236164","The Girl with the Needle","2024","da","7.5","2160p","https://yts.mx/movies/the-girl-with-the-needle-2024","https://www.imdb.com/title/tt10236164","https://yts.mx/torrent/download/DBE26DFED9F08EE11748D07476CA3DAB659013FF"
"66245","tt32832554","This Is the Tom Green Documentary","2025","en","0","2160p","https://yts.mx/movies/this-is-the-tom-green-documentary-2025","https://www.imdb.com/title/tt32832554","https://yts.mx/torrent/download/32A3E64C7982632924566AD10E61D86139245082"
"66244","tt34673562","Carrie Underwood: Reflection","2025","en","0","2160p","https://yts.mx/movies/carrie-underwood-reflection-2025","https://www.imdb.com/title/tt34673562","https://yts.mx/torrent/download/DED410CB926E411B51E7646803CEB96B1BCD320E"
"66242","tt9603060","Star Trek: Section 31","2025","en","4","2160p","https://yts.mx/movies/star-trek-section-31-2025","https://www.imdb.com/title/tt9603060","https://yts.mx/torrent/download/3F17DA8A2808DB6FDD6620DB531DDFD052920004"
"66195","tt14298896","Operation White Christmas","2023","de","6.8","2160p","https://yts.mx/movies/operation-white-christmas-2023","https://www.imdb.com/title/tt14298896","https://yts.mx/torrent/download/82406C433805509D8A1F209CBA96CD9AA2FB33B5"
"66191","tt34910018","Sniper: The Last Stand","2025","en","4.4","2160p","https://yts.mx/movies/sniper-the-last-stand-2025","https://www.imdb.com/title/tt34910018","https://yts.mx/torrent/download/5E4E0B36096CD6192D4D8BA5A768D48021497F4B"
"66190","tt18259086","Sonic the Hedgehog 3","2024","en","7.2","2160p","https://yts.mx/movies/sonic-the-hedgehog-3-2024","https://www.imdb.com/title/tt18259086","https://yts.mx/torrent/download/56784BC580F8AB6AD64BA3ECA9C59CC6DD5F9E56"
"66189","tt5040012","Nosferatu","2024","en","7.6","2160p","https://yts.mx/movies/nosferatu-2024","https://www.imdb.com/title/tt5040012","https://yts.mx/torrent/download/FB2D8A0F4623FD426F1772B13837358080C7BD43"
"66151","tt28352587","L'arche de Noé","2023","fr","5.9","2160p","https://yts.mx/movies/larche-de-noe-2023","https://www.imdb.com/title/tt28352587","https://yts.mx/torrent/download/65C21FB5B6700F4787D5D5D038038F1A06EEB409"
"66125","tt21191806","Back in Action","2025","en","6","2160p","https://yts.mx/movies/back-in-action-2025","https://www.imdb.com/title/tt21191806","https://yts.mx/torrent/download/9F485A08FDF0D93FC39D9137254C8A327934BEF7"
"66124","tt35330349","Undercover Party Crasher","2025","pt","4.6","2160p","https://yts.mx/movies/undercover-party-crasher-2025","https://www.imdb.com/title/tt35330349","https://yts.mx/torrent/download/9E0F385D06F1114952A89D291DD5045B32C9E2C6"
"66123","tt7787524","Henry Danger: The Movie","2025","en","0","2160p","https://yts.mx/movies/henry-danger-the-movie-2025","https://www.imdb.com/title/tt7787524","https://yts.mx/torrent/download/2CA46225569CCCF7CFC7B4CDD79E358ED009EA01"
"66122","tt31456973","Alarum","2025","en","6.2","2160p","https://yts.mx/movies/alarum-2025","https://www.imdb.com/title/tt31456973","https://yts.mx/torrent/download/4026C206BAF9356B755AD81013BD00E9AB44F649"
"66112","tt3864060","Unstoppable","2024","en","6.9","2160p","https://yts.mx/movies/unstoppable-2024","https://www.imdb.com/title/tt3864060","https://yts.mx/torrent/download/43FC916FF53F895994B38F2AABA36194723C30AE"
"66108","tt30292390","The Calendar Killer","2025","de","0","2160p","https://yts.mx/movies/the-calendar-killer-2025","https://www.imdb.com/title/tt30292390","https://yts.mx/torrent/download/F946C175B15A0B465B895884C2499B20A34CD624"
"66084","tt24176060","Queer","2024","en","6.5","2160p","https://yts.mx/movies/queer-2024","https://www.imdb.com/title/tt24176060","https://yts.mx/torrent/download/D6B304BE4EBEFAC5E737004E2269918BF06C6041"
"66083","tt31974129","Man with No Past","2025","en","4.2","2160p","https://yts.mx/movies/man-with-no-past-2025","https://www.imdb.com/title/tt31974129","https://yts.mx/torrent/download/41CE50C81A6DBB969748559E336D7D91D69B4969"
"66081","tt8790086","Kraven the Hunter","2024","en","5.4","2160p","https://yts.mx/movies/kraven-the-hunter-2024","https://www.imdb.com/title/tt8790086","https://yts.mx/torrent/download/54DDD8CD34B67FC35CA3CFB535CF4C59DFE7291C"
"66052","tt16341624","Singing in My Sleep","2024","en","0","2160p","https://yts.mx/movies/singing-in-my-sleep-2024","https://www.imdb.com/title/tt16341624","https://yts.mx/torrent/download/AF9FA6D6B597DB3AD3AE2513BE81BBACFD2F04A1"
"65940","tt32138452","Ad Vitam","2025","fr","6","2160p","https://yts.mx/movies/ad-vitam-2025","https://www.imdb.com/title/tt32138452","https://yts.mx/torrent/download/AB7DB84EC141554B57F670C9A4680FAC9187CBE9"
"65910","tt10449276","Get Away","2024","en","5.8","2160p","https://yts.mx/movies/get-away-2024","https://www.imdb.com/title/tt10449276","https://yts.mx/torrent/download/89B20B2E612A9FD15F2D037A0738E8719707B98D"
"65865","tt22042346","2073","2024","en","5.2","2160p","https://yts.mx/movies/2073-2024","https://www.imdb.com/title/tt22042346","https://yts.mx/torrent/download/09FF07F5DCE065C7DB4940613BF63DF4BEE94669"
"65866","tt4772188","Flow","2024","lv","7.9","2160p","https://yts.mx/movies/flow-2024","https://www.imdb.com/title/tt4772188","https://yts.mx/torrent/download/D95BDFEE84A710BE8EA56E88B98BAF23BA229717"
"65853","tt34724953","Together: 4-In-A-Row","2024","en","6.9","2160p","https://yts.mx/movies/together-4-in-a-row-2024","https://www.imdb.com/title/tt34724953","https://yts.mx/torrent/download/F531C3D34C74DD1A063CA484AFBD851BC88A7B0E"
"65840","tt28490873","Ryuichi Sakamoto: Opus","2023","ja","8.1","2160p","https://yts.mx/movies/ryuichi-sakamoto-opus-2023","https://www.imdb.com/title/tt28490873","https://yts.mx/torrent/download/E19887B20F789D984CD0E1AAC264AF27FC098688"
"65759","tt1262426","Wicked","2024","en","7.7","2160p","https://yts.mx/movies/wicked-2024","https://www.imdb.com/title/tt1262426","https://yts.mx/torrent/download/9DDC84F28724FDF466A1C87AC0F37763BCCBBEA7"
"65757","tt21823606","A Real Pain","2024","en","7.1","2160p","https://yts.mx/movies/a-real-pain-2024","https://www.imdb.com/title/tt21823606","https://yts.mx/torrent/download/737A36C48C1E2C07AB6B6474F519F2C439CCFDE9"
"65756","tt34874258","Cunk on Life","2024","en","7.6","2160p","https://yts.mx/movies/cunk-on-life-2024","https://www.imdb.com/title/tt34874258","https://yts.mx/torrent/download/BA99D58A32C613E921E5CFA4A715A4E98DACAB5D"
"65741","tt13622970","Moana 2","2024","en","7","2160p","https://yts.mx/movies/moana-2-2024","https://www.imdb.com/title/tt13622970","https://yts.mx/torrent/download/D0D6C175D320118E17C1C5443E27795DB3441D00"
"65710","tt23828902","La tête dans les étoiles","2023","fr","4.7","2160p","https://yts.mx/movies/la-tete-dans-les-etoiles-2023","https://www.imdb.com/title/tt23828902","https://yts.mx/torrent/download/8799A06F2BCCF7ED3AADB232CE5789EB1198F0A4"
"65706","tt12810074","Nightbitch","2024","en","6.2","2160p","https://yts.mx/movies/nightbitch-2024","https://www.imdb.com/title/tt12810074","https://yts.mx/torrent/download/6841D552D20F271556FB06291E44CA660C80E0F2"
"65702","tt14824600","The Lord of the Rings: The War of the Rohirrim","2024","en","6.6","2160p","https://yts.mx/movies/the-lord-of-the-rings-the-war-of-the-rohirrim-2024","https://www.imdb.com/title/tt14824600","https://yts.mx/torrent/download/0D64EE705238D4283B4A147E6A831D5E384080F0"
"65701","tt28510079","Culpa Tuya","2024","es","5.6","2160p","https://yts.mx/movies/culpa-tuya-2024","https://www.imdb.com/title/tt28510079","https://yts.mx/torrent/download/C534F45BCB1B1EA468318B82B2603EB3F93C47E7"
"65656","tt32367912","ChiefsAholic: A Wolf in Chiefs Clothing","2024","en","0","2160p","https://yts.mx/movies/chiefsaholic-a-wolf-in-chiefs-clothing-2024","https://www.imdb.com/title/tt32367912","https://yts.mx/torrent/download/281C20D46ABDCB64888B27109F5D1FDC7FA57032"
"65653","tt32249644","Bad Tidings","2024","en","5.5","2160p","https://yts.mx/movies/bad-tidings-2024","https://www.imdb.com/title/tt32249644","https://yts.mx/torrent/download/D4611EC4A7D963039F1D2DB9E3D9EE2FCC747AB4"
"65650","tt27218960","Y2K","2024","en","5.1","2160p","https://yts.mx/movies/y2k-2024","https://www.imdb.com/title/tt27218960","https://yts.mx/torrent/download/090FD7873BCE8A78C5084E20BBC926647311D6B4"
"65649","tt15041836","Werewolves","2024","en","4.4","2160p","https://yts.mx/movies/werewolves-2024","https://www.imdb.com/title/tt15041836","https://yts.mx/torrent/download/59D7756B2F6B249BA57DB31C264A60B91B4B2CE2"
"65648","tt26625693","The Order","2024","en","7","2160p","https://yts.mx/movies/the-order-2024","https://www.imdb.com/title/tt26625693","https://yts.mx/torrent/download/B4C29D8FEB879D3C18015CAA2FB4B72CA88C269B"
"65647","tt9218128","Gladiator II","2024","en","6.8","2160p","https://yts.mx/movies/gladiator-ii-2024","https://www.imdb.com/title/tt9218128","https://yts.mx/torrent/download/40A7D55CE5B8E43FD0277FAA710C4AA35346C6B7"
"65639","tt28277817","Bird","2024","en","7.2","2160p","https://yts.mx/movies/bird-2024","https://www.imdb.com/title/tt28277817","https://yts.mx/torrent/download/9C25BF07D225FCAB30E20A6DA5267F0FE6D7D155"
"65603","tt35046712","This Is Benjamin Ingrosso Part 2","2024","sv","5.5","2160p","https://yts.mx/movies/this-is-benjamin-ingrosso-part-2-2024","https://www.imdb.com/title/tt35046712","https://yts.mx/torrent/download/CE0014725F7509EF3D305C3F3E109886626EAE4E"
"65604","tt32424707","This Is Benjamin Ingrosso: Part 1","2024","","5.9","2160p","https://yts.mx/movies/this-is-benjamin-ingrosso-part-1-2024","https://www.imdb.com/title/tt32424707","https://yts.mx/torrent/download/5605CB17AA547D3345409FFC3CCE236C789CFA72"
"65595","tt34714098","Christmas in Lagos","2024","en","6.4","2160p","https://yts.mx/movies/christmas-in-lagos-2024","https://www.imdb.com/title/tt34714098","https://yts.mx/torrent/download/C6F68A3AB9D3F212774F015084D6138BDDC05123"
"65590","tt24458622","The Six Triple Eight","2024","en","6.5","2160p","https://yts.mx/movies/the-six-triple-eight-2024","https://www.imdb.com/title/tt24458622","https://yts.mx/torrent/download/453FF32AFB53DBFF5F72304954EF33522B14E8E7"
"65585","tt33209759","Ilana Glazer: Human Magic","2024","en","6.1","2160p","https://yts.mx/movies/ilana-glazer-human-magic-2024","https://www.imdb.com/title/tt33209759","https://yts.mx/torrent/download/173A20DE7D5D9E36CF813C5138F6C6C8C9D2AF87"
"65579","tt23898914","Drone Games","2023","fr","5.6","2160p","https://yts.mx/movies/drone-games-2023","https://www.imdb.com/title/tt23898914","https://yts.mx/torrent/download/3F0764416B6C53EC41314163FE95EFA490650215"
"65564","tt34671774","Rose Matafeo: On and on and On","2024","en","6.1","2160p","https://yts.mx/movies/rose-matafeo-on-and-on-and-on-2024","https://www.imdb.com/title/tt34671774","https://yts.mx/torrent/download/5F453029ED560A29273BA0137352D6430F63B630"
"65508","tt28607951","Anora","2024","en","8","2160p","https://yts.mx/movies/anora-2024","https://www.imdb.com/title/tt28607951","https://yts.mx/torrent/download/F710073522136545C57F49CAAEB3E687BC84D57C"
"65503","tt34899978","Or Utopia","2024","ja","6.1","2160p","https://yts.mx/movies/or-utopia-2024","https://www.imdb.com/title/tt34899978","https://yts.mx/torrent/download/BA94026D03F432DE320586E9919DAE62A7680540"
"65489","tt27196021","Small Things Like These","2024","en","7","2160p","https://yts.mx/movies/small-things-like-these-2024","https://www.imdb.com/title/tt27196021","https://yts.mx/torrent/download/E0C4DDE63D0F0BC65E7E0FC2082AB057CA96067F"
"65480","tt32843258","The Volunteers: The Battle of Life and Death","2024","zh","6.2","2160p","https://yts.mx/movies/the-volunteers-the-battle-of-life-and-death-2024","https://www.imdb.com/title/tt32843258","https://yts.mx/torrent/download/18FFF120D0DEC49943A86EEFCB480C3EBEC0AFF2"
"65460","tt32001464","Utopia","2024","en","3.7","2160p","https://yts.mx/movies/utopia-2024","https://www.imdb.com/title/tt32001464","https://yts.mx/torrent/download/6D1CC4BA7DAC302A01E2A9D3A813551B5B2B318D"
"65447","tt20316978","Elton John: Never Too Late","2024","en","7","2160p","https://yts.mx/movies/elton-john-never-too-late-2024","https://www.imdb.com/title/tt20316978","https://yts.mx/torrent/download/A06E03670F59F43CF935BFEF08558B67C0EB7625"
"65446","tt21382296","Carry-On","2024","en","6.5","2160p","https://yts.mx/movies/carry-on-2024","https://www.imdb.com/title/tt21382296","https://yts.mx/torrent/download/D89130A6A8C4F30123F198F98F5C6890C65B461B"
"65424","tt23872640","Dirty Angels","2024","en","4.1","2160p","https://yts.mx/movies/dirty-angels-2024","https://www.imdb.com/title/tt23872640","https://yts.mx/torrent/download/C0A6E44CCD4373040C652676F1889897F5641E12"
"65423","tt11976134","Singham Again","2024","hi","5.3","2160p","https://yts.mx/movies/singham-again-2024","https://www.imdb.com/title/tt11976134","https://yts.mx/torrent/download/79E5EAC9A0B512B2617E7D3736931B370922235F"
"65416","tt14948432","Red One","2024","en","6.4","2160p","https://yts.mx/movies/red-one-2024","https://www.imdb.com/title/tt14948432","https://yts.mx/torrent/download/CC4E2000799B7F2BE03271AC296F21511A5474DE"
"65401","tt22893404","Maria","2024","en","6.5","2160p","https://yts.mx/movies/maria-2024","https://www.imdb.com/title/tt22893404","https://yts.mx/torrent/download/69F2EB38009AFD17B7746CF7554C86E771172A5A"
"65399","tt22528200","F*** Marry Kill","2024","en","5.2","2160p","https://yts.mx/movies/f-marry-kill-2024","https://www.imdb.com/title/tt22528200","https://yts.mx/torrent/download/65FF6557ABD0DDE438185B97A4A87B53D4D7A555"
"65382","tt30319854","Sugarcane","2024","en","7.3","2160p","https://yts.mx/movies/sugarcane-2024","https://www.imdb.com/title/tt30319854","https://yts.mx/torrent/download/5499BDFF9D2CE4732202622C97C7F5CF6FD110D8"
"65380","tt33648630","3 Working Days","2024","en","3.4","2160p","https://yts.mx/movies/3-working-days-2024","https://www.imdb.com/title/tt33648630","https://yts.mx/torrent/download/F0C849A8C0571EBBD786FF303CC4CFBA6E34A33A"
"65364","tt28015403","Heretic","2024","en","7","2160p","https://yts.mx/movies/heretic-2024","https://www.imdb.com/title/tt28015403","https://yts.mx/torrent/download/900B90B6D5163A7913FF72688D226D2E0CC597B9"
"65361","tt2347285","The Best Christmas Pageant Ever","2024","en","6.8","2160p","https://yts.mx/movies/the-best-christmas-pageant-ever-2024","https://www.imdb.com/title/tt2347285","https://yts.mx/torrent/download/657C41554BEC4368247F0E13E2F3A27215FDB39E"
"65355","tt16366836","Venom: The Last Dance","2024","en","6","2160p","https://yts.mx/movies/venom-the-last-dance-2024","https://www.imdb.com/title/tt16366836","https://yts.mx/torrent/download/AE98CBEA4E780C94C027D8A1C34A22C233075442"
"65342","tt22036406","Kanguva","2024","ta","4.7","2160p","https://yts.mx/movies/kanguva-2024","https://www.imdb.com/title/tt22036406","https://yts.mx/torrent/download/7F4AAEBCBD2E0288D9A2B2908990A805C428693A"
"65330","tt28258888","Matka","2024","te","4.7","2160p","https://yts.mx/movies/matka-2024","https://www.imdb.com/title/tt28258888","https://yts.mx/torrent/download/B12DAFC4F2AED874CE91EFE9DE9212BE3DAEE287"
"65319","tt28337987","Freediver","2024","en","6.7","2160p","https://yts.mx/movies/freediver-2024","https://www.imdb.com/title/tt28337987","https://yts.mx/torrent/download/16EFB421C795FC2F93386C901F1BC185C25EA811"
"65297","tt32084246","Mary","2024","en","5.2","2160p","https://yts.mx/movies/mary-2024","https://www.imdb.com/title/tt32084246","https://yts.mx/torrent/download/613E086AE0CA0C995F464575082E771C863873A4"
"65290","tt34605805","Love at 39 Degrees","2024","tr","5.5","2160p","https://yts.mx/movies/love-at-39-degrees-2024","https://www.imdb.com/title/tt34605805","https://yts.mx/torrent/download/22BD8CBC9C4B9C0AC524B39A53B01A076832A2F3"
"65288","tt27930683","Agni","2024","hi","7.5","2160p","https://yts.mx/movies/agni-2024","https://www.imdb.com/title/tt27930683","https://yts.mx/torrent/download/38ED223FAE6EB3BEAF75D55E1115A2434AB59B16"
"65287","tt26733317","Jigra","2024","hi","6.2","2160p","https://yts.mx/movies/jigra-2024","https://www.imdb.com/title/tt26733317","https://yts.mx/torrent/download/762AA2C6380BF8AABE0BD9493FBFFE1591A244B6"
"65273","tt32868294","Gandhi 3","2024","pa","5.7","2160p","https://yts.mx/movies/gandhi-3-2024","https://www.imdb.com/title/tt32868294","https://yts.mx/torrent/download/6443479B37B6F3932883052235E8359681E48AE6"
"65270","tt27403986","Juror #2","2024","en","7","2160p","https://yts.mx/movies/juror-2-2024","https://www.imdb.com/title/tt27403986","https://yts.mx/torrent/download/92B44EB60CAC03E82597D96F626420948389C063"
"65263","tt33305829","When Love Strikes","2024","en","6.4","2160p","https://yts.mx/movies/when-love-strikes-2024","https://www.imdb.com/title/tt33305829","https://yts.mx/torrent/download/541BAC7959B94043CB2E6F5CB6E3A052FC603C5A"
"65231","tt32144505","Bad Actor: A Hollywood Ponzi Scheme","2024","en","5.2","2160p","https://yts.mx/movies/bad-actor-a-hollywood-ponzi-scheme-2024","https://www.imdb.com/title/tt32144505","https://yts.mx/torrent/download/ED5FFBD3F83A8D5A85A2AF6C2F35E9F3AAE784A4"
"65230","tt28523838","Exhibiting Forgiveness","2024","en","7","2160p","https://yts.mx/movies/exhibiting-forgiveness-2024","https://www.imdb.com/title/tt28523838","https://yts.mx/torrent/download/4FED9D086731DACDFC0DC0B95F0596BDC98D8910"
"65229","tt28142896","Weekend in Taipei","2024","en","5.7","2160p","https://yts.mx/movies/weekend-in-taipei-2024","https://www.imdb.com/title/tt28142896","https://yts.mx/torrent/download/AE613AC8D44A99A43616E7A5CAAEF83F05F252D3"
"65224","tt33164844","Operation Mistletoe","2024","en","5.4","2160p","https://yts.mx/movies/operation-mistletoe-2024","https://www.imdb.com/title/tt33164844","https://yts.mx/torrent/download/5B63D50F30EB60EBCCC23CF614EC0201352F7CD8"
"65168","tt11092178","The Snow Sister","2024","no","7","2160p","https://yts.mx/movies/the-snow-sister-2024","https://www.imdb.com/title/tt11092178","https://yts.mx/torrent/download/AC194D458CCB6D5AA1749D2C1719CF838C80DB4F"
"65164","tt30144381","Nutcrackers","2024","en","5.5","2160p","https://yts.mx/movies/nutcrackers-2024","https://www.imdb.com/title/tt30144381","https://yts.mx/torrent/download/C287B6235ED8333FB79DE0C33926FDA759B5A8BD"
"65161","tt26545708","Aftermath","2024","en","5.1","2160p","https://yts.mx/movies/aftermath-2-2024","https://www.imdb.com/title/tt26545708","https://yts.mx/torrent/download/2BDA7E1120D3F2ABF611F53D9DE1C4EB91C303B3"
"65151","tt14636214","Sweethearts","2024","en","5.6","2160p","https://yts.mx/movies/sweethearts-2024","https://www.imdb.com/title/tt14636214","https://yts.mx/torrent/download/BB0D9031BED2E6AC263A90D1ED79073024282105"
"65149","tt33043898","Suspicion","2024","en","3.4","2160p","https://yts.mx/movies/suspicion-2024","https://www.imdb.com/title/tt33043898","https://yts.mx/torrent/download/A6A1468DA388667A82D09880EBD354DB4BDDE012"
"65148","tt27540542","Lucky Baskhar","2024","te","8.1","2160p","https://yts.mx/movies/lucky-baskhar-2024","https://www.imdb.com/title/tt27540542","https://yts.mx/torrent/download/B5ADC041D66E50C5C1503EA9ED777A2ECA87C824"
"65145","tt32627545","Watchmen: Chapter II","2024","en","7","2160p","https://yts.mx/movies/watchmen-chapter-ii-2024","https://www.imdb.com/title/tt32627545","https://yts.mx/torrent/download/D9BE39F796D6BC491AED3EE70587623070CA9A46"
"65138","tt31022050","Our Little Secret","2024","en","5.7","2160p","https://yts.mx/movies/our-little-secret-2024","https://www.imdb.com/title/tt31022050","https://yts.mx/torrent/download/A62BD7F21CCC4F7D0EEB29D2B4CBCCD57501CC7D"
"65134","tt16180532","Letters at Christmas","2024","en","4.4","2160p","https://yts.mx/movies/letters-at-christmas-2024","https://www.imdb.com/title/tt16180532","https://yts.mx/torrent/download/C657D9FB4755391293B8F391D6AB9DE25BE8A582"
"65131","tt23558280","Elevation","2024","en","5.6","2160p","https://yts.mx/movies/elevation-2024","https://www.imdb.com/title/tt23558280","https://yts.mx/torrent/download/9EEC82C0D07BB05B02426F2B4A24E574EA0B2585"
"65128","tt20215234","Conclave","2024","en","7.4","2160p","https://yts.mx/movies/conclave-2024","https://www.imdb.com/title/tt20215234","https://yts.mx/torrent/download/C1B7779AA75E7B800C3741DE2D6DAAA07B89B311"
"65127","tt18272208","Here","2024","en","6.2","2160p","https://yts.mx/movies/here-2024","https://www.imdb.com/title/tt18272208","https://yts.mx/torrent/download/B0338CA935BFA91C140D7873FD01AC98A69F5794"
"65124","tt29259074","Blink","2024","en","7.3","2160p","https://yts.mx/movies/blink-2024","https://www.imdb.com/title/tt29259074","https://yts.mx/torrent/download/7299C714BF00B962251A51A7F6B6E6B3D124C9AF"
"65116","tt2396431","Dear Santa","2024","en","5.4","2160p","https://yts.mx/movies/dear-santa-2024","https://www.imdb.com/title/tt2396431","https://yts.mx/torrent/download/1DDF86B1986629FB26B58DEEEF047D7141F3A728"
"65106","tt23770030","Memoir of a Snail","2024","en","7.8","2160p","https://yts.mx/movies/memoir-of-a-snail-2024","https://www.imdb.com/title/tt23770030","https://yts.mx/torrent/download/402939E63E7B720D2BEAEE43E2F4895FF6677ABA"
"65070","tt5012320","Out of My Mind","2024","en","7.4","2160p","https://yts.mx/movies/out-of-my-mind-2024","https://www.imdb.com/title/tt5012320","https://yts.mx/torrent/download/30AF8FC94706B3D0A3E36EA6F87486DD593B5914"
"65067","tt15507512","The Piano Lesson","2024","en","6.2","2160p","https://yts.mx/movies/the-piano-lesson-2024","https://www.imdb.com/title/tt15507512","https://yts.mx/torrent/download/8F67704C8A4B381D17E20A4B170B772487867E59"
"65065","tt27660061","Pimpinero: Blood and Oil","2024","es","5.7","2160p","https://yts.mx/movies/pimpinero-blood-and-oil-2024","https://www.imdb.com/title/tt27660061","https://yts.mx/torrent/download/CA2D6AA9F97E9B61B7E6305854EB56E27DEF38E8"
"65064","tt27131358","We Live in Time","2024","en","7","2160p","https://yts.mx/movies/we-live-in-time-2024","https://www.imdb.com/title/tt27131358","https://yts.mx/torrent/download/939821B3A14C716A799A79AB842B26569B7CC283"
"65063","tt29252358","Armor","2024","en","3.5","2160p","https://yts.mx/movies/armor-2024","https://www.imdb.com/title/tt29252358","https://yts.mx/torrent/download/FEC7E2105C18DF20C91FB348ADC5945C4F47E067"
"65061","tt27599265","Bread & Roses","2023","en","6.5","2160p","https://yts.mx/movies/bread-roses-2023","https://www.imdb.com/title/tt27599265","https://yts.mx/torrent/download/0EF2FA365B54C972110A99883143990C7BC3B685"
"65060","tt15939198","Blitz","2024","en","6.2","2160p","https://yts.mx/movies/blitz-2024","https://www.imdb.com/title/tt15939198","https://yts.mx/torrent/download/8EC93ED57A6FE4ACC05BA9C2CAD92B9D4DBBA15A"
"65047","tt32424777","Nugget Is Dead: A Christmas Story","2024","en","5.1","2160p","https://yts.mx/movies/nugget-is-dead-a-christmas-story-2024","https://www.imdb.com/title/tt32424777","https://yts.mx/torrent/download/F22DADB28B8309561ED5932DA410F4689A1E345D"
"65039","tt29260436","GTMax","2024","fr","5","2160p","https://yts.mx/movies/gtmax-2024","https://www.imdb.com/title/tt29260436","https://yts.mx/torrent/download/A947BB7E9A7922F18A15F401E74EBD231A898A83"
"65017","tt33746385","Jeff Dunham's Scrooged-Up Holiday Special","2024","en","6","2160p","https://yts.mx/movies/jeff-dunhams-scrooged-up-holiday-special-2024","https://www.imdb.com/title/tt33746385","https://yts.mx/torrent/download/EC998C76D74F7CFFBD1A22A062FC91C2520E5660"
"65016","tt28419896","Street Trash","2024","en","4.4","2160p","https://yts.mx/movies/street-trash-2024","https://www.imdb.com/title/tt28419896","https://yts.mx/torrent/download/9B0A55EFA47CA7E04F99223FE63B078E3632C232"
"65010","tt8337290","Absolution","2024","en","5.2","2160p","https://yts.mx/movies/absolution-2024","https://www.imdb.com/title/tt8337290","https://yts.mx/torrent/download/AF9507F187B188F647967C9684C1D2EB67E5CC14"
"65003","tt29268110","Smile 2","2024","en","6.8","2160p","https://yts.mx/movies/smile-2-2024","https://www.imdb.com/title/tt29268110","https://yts.mx/torrent/download/B85F0D21CA749DD45A758ECDC6DA5DE0CD477D4D"
"64996","tt33042928","Miss PJ","2024","en","5.9","2160p","https://yts.mx/movies/miss-pj-2024","https://www.imdb.com/title/tt33042928","https://yts.mx/torrent/download/80FFC7BD277542E467EEC9E9E8F5C1F7B682EA40"
"64903","tt30841606","Rumours","2024","en","5.1","2160p","https://yts.mx/movies/rumours-2024","https://www.imdb.com/title/tt30841606","https://yts.mx/torrent/download/9CC191AB3C11BB221D17B5376B6A76CCE35F8B22"
"64902","tt19121796","Look Into My Eyes","2024","en","5.6","2160p","https://yts.mx/movies/look-into-my-eyes-2024","https://www.imdb.com/title/tt19121796","https://yts.mx/torrent/download/BA36A56245D9EE00D98ACA75AFE0303EF722676C"
"64901","tt10171472","Goodrich","2024","en","6.2","2160p","https://yts.mx/movies/goodrich-2024","https://www.imdb.com/title/tt10171472","https://yts.mx/torrent/download/8C6B7625090346F9F9EC97959AF35AEBA9AB72EE"
"64899","tt22741760","Your Monster","2024","en","6.4","2160p","https://yts.mx/movies/your-monster-2024","https://www.imdb.com/title/tt22741760","https://yts.mx/torrent/download/34338CCE7A46A8F14CC21097FDA3597A063F8006"
"64898","tt27657135","Saturday Night","2024","en","7","2160p","https://yts.mx/movies/saturday-night-2024","https://www.imdb.com/title/tt27657135","https://yts.mx/torrent/download/58EAF70827C1EA5FCD1235CB9AFC4B34ED54A920"
"64895","tt10128846","Megalopolis","2024","en","4.8","2160p","https://yts.mx/movies/megalopolis-2024","https://www.imdb.com/title/tt10128846","https://yts.mx/torrent/download/DBEEFFBC594E704E9552EF4AFDCF581EE60C094C"
"64872","tt3954936","Monster Summer","2024","en","5.7","2160p","https://yts.mx/movies/monster-summer-2024","https://www.imdb.com/title/tt3954936","https://yts.mx/torrent/download/3E46257A30AA7FD824658CFDD10DE6DF1174EC72"
"64868","tt32352172","A Sudden Case of Christmas","2024","en","5","2160p","https://yts.mx/movies/a-sudden-case-of-christmas-2024","https://www.imdb.com/title/tt32352172","https://yts.mx/torrent/download/18E52317D71E65D6B0B51A681EE032BC6E2BAE33"
"64864","tt15245240","The Buckingham Murders","2023","en","5.9","2160p","https://yts.mx/movies/the-buckingham-murders-2023","https://www.imdb.com/title/tt15245240","https://yts.mx/torrent/download/BDB22CD3488663E3CA845AE382FAD9718C466F9D"
